timestamp,src_mac,dst_mac,src_ip,dst_ip,src_port,dst_port,proto,length
2024-07-10 11:38:22.985866,48:d3:43:e6:65:b0,3c:06:30:20:9c:c2,142.250.82.208,192.168.0.18,3478.0,61686.0,17.0,152
2024-07-10 11:38:22.988693,3c:06:30:20:9c:c2,48:d3:43:e6:65:b0,192.168.0.18,142.250.82.212,61564.0,3478.0,17.0,645
2024-07-10 11:38:22.997111,3c:06:30:20:9c:c2,48:d3:43:e6:65:b0,192.168.0.18,142.250.82.208,61686.0,3478.0,17.0,265
2024-07-10 11:38:22.998422,48:d3:43:e6:65:b0,3c:06:30:20:9c:c2,142.250.82.208,192.168.0.18,3478.0,61686.0,17.0,106
2024-07-10 11:38:23.007319,48:d3:43:e6:65:b0,3c:06:30:20:9c:c2,142.250.82.208,192.168.0.18,3478.0,61686.0,17.0,110
2024-07-10 11:38:23.013158,48:d3:43:e6:65:b0,3c:06:30:20:9c:c2,142.250.82.208,192.168.0.18,3478.0,61686.0,17.0,158
2024-07-10 11:38:23.016998,3c:06:30:20:9c:c2,48:d3:43:e6:65:b0,192.168.0.18,142.250.82.208,61686.0,3478.0,17.0,274
2024-07-10 11:38:23.018601,48:d3:43:e6:65:b0,3c:06:30:20:9c:c2,142.250.82.212,192.168.0.18,3478.0,61564.0,17.0,106
2024-07-10 11:38:23.024267,3c:06:30:20:9c:c2,48:d3:43:e6:65:b0,192.168.0.18,142.250.82.212,61564.0,3478.0,17.0,600
2024-07-10 11:38:23.037735,3c:06:30:20:9c:c2,48:d3:43:e6:65:b0,192.168.0.18,142.250.82.208,61686.0,3478.0,17.0,277
2024-07-10 11:38:23.038903,48:d3:43:e6:65:b0,3c:06:30:20:9c:c2,142.250.82.208,192.168.0.18,3478.0,61686.0,17.0,159
2024-07-10 11:38:23.049549,3c:06:30:20:9c:c2,48:d3:43:e6:65:b0,192.168.0.18,142.250.82.208,61686.0,3478.0,17.0,90
2024-07-10 11:38:23.052306,48:d3:43:e6:65:b0,3c:06:30:20:9c:c2,142.250.82.208,192.168.0.18,3478.0,61686.0,17.0,158
2024-07-10 11:38:23.055752,48:d3:43:e6:65:b0,3c:06:30:20:9c:c2,142.250.82.208,192.168.0.18,3478.0,61686.0,17.0,106
2024-07-10 11:38:23.056797,3c:06:30:20:9c:c2,48:d3:43:e6:65:b0,192.168.0.18,142.250.82.208,61686.0,3478.0,17.0,270
2024-07-10 11:38:23.057393,3c:06:30:20:9c:c2,48:d3:43:e6:65:b0,192.168.0.18,142.250.82.212,61564.0,3478.0,17.0,629
2024-07-10 11:38:23.068901,48:d3:43:e6:65:b0,3c:06:30:20:9c:c2,142.250.82.212,192.168.0.18,3478.0,61564.0,17.0,106
2024-07-10 11:38:23.072313,48:d3:43:e6:65:b0,3c:06:30:20:9c:c2,142.250.82.208,192.168.0.18,3478.0,61686.0,17.0,163
2024-07-10 11:38:23.078284,3c:06:30:20:9c:c2,48:d3:43:e6:65:b0,192.168.0.18,142.250.82.208,61686.0,3478.0,17.0,244
2024-07-10 11:38:23.092677,3c:06:30:20:9c:c2,48:d3:43:e6:65:b0,192.168.0.18,142.250.82.212,61564.0,3478.0,17.0,629
2024-07-10 11:38:23.093246,48:d3:43:e6:65:b0,3c:06:30:20:9c:c2,142.250.82.208,192.168.0.18,3478.0,61686.0,17.0,167
